window,iteration,year,accuracy
6,4,1996_1998,98.40637450199203
6,4,1999_2001,98.48605577689243
6,4,2002_2004,98.44621513944223
6,4,2005_2007,98.32669322709164
6,4,2008_2010,98.40637450199203
6,4,2011_2013,98.20717131474103
6,4,2014_2016,98.20717131474103
6,4,2017_2019,98.16733067729083
6,5,1990_1992,97.80876494023904
6,5,1993_1995,98.36653386454182
6,5,1996_1998,98.40637450199203
6,5,1999_2001,98.48605577689243
6,5,2002_2004,98.44621513944223
6,5,2005_2007,98.32669322709164
6,5,2008_2010,98.40637450199203
6,5,2011_2013,98.20717131474103
6,5,2014_2016,98.20717131474103
6,5,2017_2019,98.16733067729083
6,6,1990_1992,97.80876494023904
6,6,1993_1995,98.36653386454182
6,6,1996_1998,98.40637450199203
6,6,1999_2001,98.48605577689243
6,6,2002_2004,98.44621513944223
6,6,2005_2007,98.32669322709164
6,6,2008_2010,98.40637450199203
6,6,2011_2013,98.20717131474103
6,6,2014_2016,98.20717131474103
6,6,2017_2019,98.16733067729083
6,7,1990_1992,97.80876494023904
6,7,1993_1995,98.36653386454182
6,7,1996_1998,98.40637450199203
6,7,1999_2001,98.48605577689243
6,7,2002_2004,98.44621513944223
6,7,2005_2007,98.32669322709164
6,7,2008_2010,98.40637450199203
6,7,2011_2013,98.20717131474103
6,7,2014_2016,98.20717131474103
6,7,2017_2019,98.16733067729083
6,8,1990_1992,97.80876494023904
6,8,1993_1995,98.36653386454182
6,8,1996_1998,98.40637450199203
6,8,1999_2001,98.48605577689243
6,8,2002_2004,98.44621513944223
6,8,2005_2007,98.32669322709164
6,8,2008_2010,98.40637450199203
6,8,2011_2013,98.20717131474103
6,8,2014_2016,98.20717131474103
6,8,2017_2019,98.16733067729083
6,9,1990_1992,97.80876494023904
6,9,1993_1995,98.36653386454182
6,9,1996_1998,98.40637450199203
6,9,1999_2001,98.48605577689243
6,9,2002_2004,98.44621513944223
6,9,2005_2007,98.32669322709164
6,9,2008_2010,98.40637450199203
6,9,2011_2013,98.20717131474103
6,9,2014_2016,98.20717131474103
6,9,2017_2019,98.16733067729083
6,10,1990_1992,97.80876494023904
6,10,1993_1995,98.36653386454182
6,10,1996_1998,98.40637450199203
6,10,1999_2001,98.48605577689243
6,10,2002_2004,98.44621513944223
6,10,2005_2007,98.32669322709164
6,10,2008_2010,98.40637450199203
6,10,2011_2013,98.20717131474103
6,10,2014_2016,98.20717131474103
6,10,2017_2019,98.16733067729083
